dr7objid,asset_id,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_debiased,t02_edgeon_a04_yes_debiased,t03_bar_a06_bar_debiased,t04_spiral_a08_spiral_debiased,t08_odd_feature_a24_merger_debiased,t08_odd_feature_a22_irregular_debiased
587722983901495472,1535,0.0,0.977999985218048,0.0,0.7935373514362004,0.9987811267136036,0.0,0.0
587722983903985931,1590,0.0,1.0,0.0,0.6955497044815059,0.999979086319318,0.0,0.0801040058679513
587722983904444632,1597,0.4769999980926513,0.5,0.0,0.2730000019073486,0.1360000073909759,0.0,0.0
587722983908573308,1652,0.9229999780654908,0.0430000014603138,0.0,0.0,0.0,0.0068653364931353,0.0
587722983909097776,1668,0.0810000002384185,0.9639999866485596,0.0,0.9718782161222852,0.9561807317977122,0.0,0.0
587722983910867088,1695,0.7559999823570251,0.0710000023245811,0.0,0.0,0.0,0.3889344230374971,0.0
587722983910932754,1703,0.6740000247955322,0.3529999852180481,0.5470431940576387,0.0,0.6507397356835436,0.0,0.0
587722983911981361,1721,0.0,0.9990000128746032,0.001852240435233,0.6745617049936277,0.9999586671873956,0.0332192466784433,0.4630794040676196
587722984426897533,1744,0.0509999990463256,0.9369999766349792,0.0212078010642793,0.0,0.0,0.0,0.1958055761027959
587722984428535933,1762,0.8769999742507935,0.1360000073909759,0.0,0.0,0.99881992631246,0.0,0.0
587722984428929221,1770,0.0010000000474974,0.9760000109672546,3.7289857690072836e-07,0.102093671093592,0.9999941030556128,0.096277839559445,0.1930449032808263
587722984429322385,1776,0.231000006198883,0.8529999852180481,0.716481394227292,0.0,0.0,0.0,0.0
587722984430501912,1793,0.4869999885559082,0.6449999809265137,0.0,0.8929882615519069,0.9873969925581856,0.0,0.0
587722984431943757,1811,0.8970000147819519,0.0509999990463256,0.0,0.5,0.5,0.0,0.0
587722984432271591,1819,0.1099999994039535,0.8889999985694885,0.2938163071725807,0.0,0.947655574525146,0.0,0.0
587722984432402632,1825,0.0080000003799796,0.9990000128746032,0.0061096684488425,0.6425127020831518,1.0,0.0,0.0
587722984433516554,1856,0.7250000238418579,0.944000005722046,0.0213400973899549,0.0,0.9960469718484816,0.2110043525390766,0.0
587722984433713338,1867,0.096000000834465,0.8339999914169312,0.0003451460555306,0.6979511023535192,0.9988555936059066,0.0,0.0
587722984437973172,1914,0.6660000085830688,0.5,0.0,0.0,0.8295110189863861,0.0,0.0
587722984438563020,1927,0.6589999794960022,0.1319999992847442,0.0,0.0,0.6533771303620899,0.0,0.0
587722984440135850,1950,0.421999990940094,0.4440000057220459,1.0,0.0,0.0,0.0,0.0
587722984440660162,1964,0.0900000035762786,0.975000023841858,0.0,0.0,0.9867406393213104,0.0,0.0
587722984441380903,1973,0.765999972820282,0.1309999972581863,0.0,0.0,0.0,0.1048028107565221,0.0
587722984441970900,1981,0.1909999996423721,0.0890000015497207,1.0,0.0,0.0,0.0,0.0
587722984442167329,1982,0.8140000104904175,0.1500000059604644,0.0,0.781499224489729,0.5250028795090015,0.0,0.4828431776039252
587722984442232907,1985,0.3330000042915344,0.6949999928474426,0.0,0.8249864829565535,0.3375028075295307,0.1137273380233827,0.1208119227473945
587722984445051214,2004,0.878000020980835,0.1539999991655349,0.4113269079027553,1.0,0.9781400583259866,1.0,0.0
587722984445182298,2006,0.0399999991059303,0.8840000033378601,0.0,0.0,0.0,0.0,0.0
587724648180220062,2134,0.0410000011324882,0.9490000009536744,0.027016834530547,0.1170993820412961,0.9978379144037915,0.0,0.4864845579463313
587724648182055047,2163,0.8560000061988831,0.3000000119209289,0.0,0.6306362276323786,0.923560988285325,0.3404803262929714,0.0968758624004947
587724648182710297,2182,0.8560000061988831,0.0,0.0,0.0,0.0,0.0525022937718991,0.0
587724648186249350,2243,0.3589999973773956,0.7269999980926514,0.0829515165714115,0.0,0.7010474073768667,0.0,0.0
587724648188674165,2271,0.0020000000949949,0.9179999828338624,0.0,0.6478864547564993,0.9627095312936732,0.0,0.3647117314769807
587724648188674179,2272,0.0,1.0,0.0,0.8255668655314204,0.996623419527842,0.0,0.113206449901428
587724648189001901,2273,0.8479999899864197,0.090999998152256,0.0,0.0,0.0,0.0,0.0
587724648190247050,2310,0.1330000013113021,0.6480000019073486,0.0,0.0,0.9779429472973556,0.0,1.0
587724648190247085,2313,0.7590000033378601,0.5410000085830688,0.0851405289838936,0.0,0.0,0.0109913927146892,0.1441984028734584
587724648191098979,2327,0.1330000013113021,0.8569999933242798,0.0540883812186421,0.0,0.0,0.0026388109333339,0.5277569059194529
587724648191098982,2328,0.4569999873638153,0.5139999985694885,0.0,0.1110000014305114,0.277999997138977,0.0,0.7409999966621399
587724648192409827,2347,0.0010000000474974,0.9829999804496764,0.0,0.7758311504029769,1.0,0.2827011855104616,0.0
587724648717222131,2459,0.0219999998807907,0.9649999737739564,0.0,0.4169057444310928,0.0,0.0002382338756323,0.3672614305176884
587724648717484288,2464,0.0570000000298023,0.8769999742507935,0.0,0.9361066695570224,0.7970917622708394,0.0,0.2683476044256307
587724648717615291,2472,0.7799999713897705,0.135000005364418,0.0,0.0,0.0,0.0831762632857266,0.0
587724648718139626,2481,0.0,1.0,0.0002442711795654,0.8015365481632006,0.9927371597049066,0.0,0.0119694795107661
587724648718598351,2486,0.0,1.0,0.0296827372988735,0.5227017353841699,1.0,0.0,0.0
587724648719188134,2507,0.2160000056028366,0.746999979019165,0.0250237253524487,0.0,0.0,0.1422684985848581,0.0176471171190022
587724648719188234,2510,0.7400000095367432,0.1599999964237213,0.0,0.0,0.0,0.3202667718059208,0.0
587724648721743925,2543,0.878000020980835,0.0489999987185001,0.0,0.0,0.0,0.1669999957084655,0.0
587724648722202813,2549,0.1389999985694885,0.1550000011920929,0.0703052251451933,0.0,0.0,0.0,0.0
587724648724693185,2594,0.734000027179718,0.0630000010132789,0.0,0.0,0.0,0.0041794005363536,0.0347809232945683
587724648727052498,2629,0.4410000145435333,0.1599999964237213,0.1293566092335613,0.9029130760444144,0.0,0.0018685233936878,0.0
587724649253699623,2727,0.7210000157356262,0.2249999940395355,0.0,0.0,0.9624184312386336,0.0844311792926759,0.0
587724649253896372,2729,0.8889999985694885,0.0610000006854534,0.0,0.9356035214011976,0.9997979184168428,0.0,0.0
587724649255010372,2743,0.9049999713897704,0.1030000001192092,0.4214098991281684,0.0,0.0,0.3350806999516524,0.0
587724649255534742,2761,0.0130000002682209,0.9760000109672546,0.000344347884099,0.3308430066360158,0.9842661968268772,0.0,0.0
587724649258418305,2802,0.8270000219345093,0.1669999957084655,0.8003119706075692,0.0,0.0,0.2315083385862744,0.326549557478131
587724649261105169,2826,0.2160000056028366,0.8889999985694885,0.0,0.0,0.0,0.0,0.0
587724649261170813,2828,0.0590000003576278,0.9470000267028807,0.0,0.0,0.9532440486887548,0.0,0.3729686276311817
587724649261498541,2835,0.7670000195503235,0.1959999948740005,0.0024385592428205,0.0,0.0,0.0651028763225685,0.1009555684858407
587724649262415998,2841,0.0340000018477439,0.9679999947547911,0.0004122606658903,0.6953689574047104,0.9984259903026904,0.0451710665326823,0.1547000374770761
587724649263792285,2868,0.878000020980835,0.2639999985694885,0.0,0.0,0.0,0.0332232411510026,0.0
587724649792143509,3005,0.7559999823570251,0.7329999804496765,0.0,0.6735758238491472,0.0,0.0,0.0
587724649792340174,3012,0.3619999885559082,0.1190000027418136,0.0,0.0,0.9868941300878304,0.0,0.0
587724649793716442,3029,0.0,0.9990000128746032,0.0194955526601425,0.0789379762653296,0.992743683137308,0.0,0.0
587724649794437294,3033,0.7590000033378601,0.671999990940094,1.0,0.0,0.0,0.0,0.0
587724649795223632,3046,0.9049999713897704,0.1389999985694885,0.0,0.0,0.0,0.0,0.0
587724649796468834,3063,0.5400000214576721,0.1220000013709068,0.0,0.0,0.0,8.243026891435134e-05,0.0
587724649797189735,3074,0.1589999943971634,0.878000020980835,0.9427545536827724,0.0,0.0,0.0422107320635647,0.1163752025728721
587724649797320874,3081,0.7549999952316284,0.4210000038146972,0.0017820776830879,0.0,0.0,0.0203715425676582,0.0
587724649797976080,3085,0.8999999761581421,0.1280000060796737,0.0830687050054307,0.0,0.0,0.0214493492390788,0.0
587724649798500398,3093,0.8140000104904175,0.1389999985694885,0.0,0.0,0.960673896478201,0.0,0.0
587724649798500499,3095,0.2049999982118606,0.2000000029802322,0.0,0.8660703086914545,0.0,0.0,0.0
587724649798631594,3103,0.1560000032186508,0.6309999823570251,0.811200933096063,1.0,0.0,0.0191880035032795,0.0384077830759992
587724649799680158,3119,0.8230000138282776,0.1469999998807907,0.0072558224335109,0.0,0.0,0.0,0.0
587724649800663176,3144,0.6669999957084656,0.181999996304512,0.0788169548899638,0.0,0.0,0.0,0.0
587724650327179353,3234,0.367000013589859,0.6690000295639038,0.0,0.1279480062837121,0.8438469283271106,0.0,0.4286250540221361
587724650327179368,3235,0.0010000000474974,0.9980000257492064,0.0003825319298717,0.1125920759927735,0.999335321466208,0.0,0.0
587724650327375979,3239,0.8140000104904175,0.1949999928474426,0.0,0.3054515621093638,0.0,0.1956134698603037,0.0
587724650328948813,3259,0.7210000157356262,0.25,0.0,0.5625640600827695,0.9977140431815472,0.0118584633748467,0.0515488345022169
587724650329145436,3281,0.5609999895095825,0.4390000104904175,0.0,0.0560000017285347,0.1110000014305114,0.06700000166893,0.0
587724650329145482,3283,0.0,1.0,0.0,0.5529107640751831,0.998986309409344,0.0,0.2263406252184765
587724650329407595,3291,0.7429999709129333,0.7940000295639038,0.0156935197915587,0.0,0.9531982713540028,0.0388288591887492,0.2108190273335747
587724650330718278,3310,0.8859999775886536,0.0230000000447034,0.0,0.0,0.0,0.0,0.3330000042915344
587724650331242619,3319,0.9269999861717224,0.0489999987185001,0.0,0.0,0.0,0.0,0.0
587724650331504840,3321,0.0230000000447034,0.975000023841858,0.0,0.1281584635891664,0.9882077645288658,0.0591659365917897,0.1579397558619903
587724650336026795,3387,0.0,0.977999985218048,0.0037214062717768,0.8665577655494043,1.0,0.0,0.1144518734164485
587724650337992847,3464,0.0900000035762786,0.9269999861717224,0.0010171819389695,0.0,0.0,0.005716124584177,0.0159162384744773
587724650338254979,3469,0.800000011920929,0.1899999976158142,0.0,0.0,0.0,0.0422430580906786,0.0
587724650338713741,3481,0.8889999985694885,0.0769999995827674,0.0,0.0,0.0,0.3522297174551964,0.0
587724650339434651,3487,0.7559999823570251,0.1389999985694885,0.0,0.6202532664903516,0.0,0.0580490456390536,0.0
587724650339696757,3489,0.8330000042915344,0.163000002503395,0.2046064646441876,0.0,0.0,0.0,0.0
587724650865098820,3546,0.0820000022649765,0.975000023841858,0.0509888847876214,0.2932382937802236,0.9979960829570924,0.0,0.0
587724650866475243,3569,0.1739999949932098,0.9089999794960022,1.0,0.0,0.0,0.0,0.0
587724650867523734,3589,0.8799999952316284,0.1129999980330467,0.1164766992758897,0.0,0.0,0.0,0.0
587724650869096660,3611,0.9049999713897704,0.050000000745058,0.0,0.0,0.0,0.0,1.0
587724650872111259,3640,0.2630000114440918,0.5699999928474426,0.0,0.3005038228772864,0.0,0.5734216823424961,0.0229414530782041
587724650874011822,3674,0.8450000286102295,0.4210000038146972,0.0,0.0,0.0,0.0085977486082367,0.0
587724650874929209,3683,0.7300000190734863,0.2430000007152557,0.0,0.1110000014305114,0.1110000014305114,0.0,0.8709999918937683
587724650875322575,3691,0.6880000233650208,0.125,0.3133584558668923,0.0,0.0,0.4065407639283329,0.0295422635683027
587724650875846818,3704,0.7799999713897705,0.1729999929666519,0.0,0.6530136370150985,0.9765638150465992,0.0096551800091564,0.3128624720142477
587724650875912355,3706,0.0219999998807907,0.9490000009536744,0.0,0.967233560675849,0.981531540365146,0.0,0.0
587724650876174378,3709,0.0140000004321336,0.9860000014305116,0.0230000000447034,0.3580000102519989,0.9760000109672546,0.0,0.1759999990463256
587725039014576202,3737,0.6150000095367432,0.4189999997615814,0.6285079668886595,0.0,0.0,0.0,0.0
587725039014641773,3741,0.1790000051259994,0.7139999866485596,0.0,0.0,0.9689980622022252,0.0,0.3079071821009471
587725039015362714,3751,0.828000009059906,0.1019999980926513,0.0,0.0,0.0,0.0,0.0
587725039015559260,3752,0.5849999785423279,0.4149999916553497,0.0,0.0,0.0,0.0,0.0
587725039017263217,3807,0.6899999976158142,0.0869999974966049,0.0,0.0,0.0,0.0,0.0
587725039020015713,3856,0.0,0.9990000128746032,0.0010009990492397,0.714766266547195,0.999790453560787,0.0,0.0282929330796916
587725039021457454,3876,0.0230000000447034,0.9729999899864196,0.0,0.2088551701344234,0.9998047756717344,0.0,0.3811264135976628
587725039021523052,3879,0.4169999957084656,0.7670000195503235,0.7803333023774248,0.0,0.0,0.0,0.0
587725039022375062,3894,0.8610000014305115,0.0540000014007091,0.0,0.0,0.0,0.0,0.0
587725039022571691,3896,0.0,1.0,0.0,0.7158805856756734,1.0,0.0158958301005975,0.0476251167392476
587725039023620198,3916,0.824999988079071,0.1560000032186508,0.0,0.0,0.0,6.159424050114543e-10,0.2971675687435689
587725039023620253,3917,0.7620000243186951,0.1500000059604644,0.3418408535538938,0.720325331712177,0.0,0.0,0.0
587725039026241778,3972,0.1669999957084655,0.7680000066757202,0.0,0.1792635804979159,0.7461527290268511,0.0,0.0
587725039026307211,3973,0.7329999804496765,0.2349999994039535,0.243023846509163,0.0,0.9252410991693656,0.0,0.4205720081507613
587725039027290345,3984,0.0750000029802322,0.9089999794960022,0.0,0.0,0.8398001134095515,0.2070557148097692,0.0087330687825888
587725039552102532,3995,0.0240000002086162,0.9070000052452089,0.0,0.0,0.9265532403011366,0.0,0.0
587725039556362415,4088,0.0080000003799796,0.9919999837875366,0.0005296894019154,0.3077208537066973,0.9999988760328072,0.0119977936488155,0.4185319314119645
587725039559180448,4130,0.3810000121593475,0.9390000104904176,0.0,0.6696430298732281,0.0,0.0,0.0
587725039561474278,4166,0.8830000162124634,0.0540000014007091,0.0,0.0,0.0,0.0,0.0
587725039561932880,4181,0.8050000071525574,0.0769999995827674,0.204758311380433,0.0,0.0,0.1251824115778929,0.0
587725039561932939,4182,0.8600000143051147,0.0820000022649765,0.0,0.0,0.0,0.0,0.0
587725039562850481,4207,0.4189999997615814,0.6209999918937683,0.0,0.5265894045111013,0.0,0.0,0.0
587725039563309219,4212,0.5260000228881836,0.6309999823570251,0.0,0.0,0.0,0.0,0.0
587725040088973374,4237,0.2549999952316284,0.6430000066757202,0.3910830357310458,0.2371866690405233,0.5674958674548894,0.0,0.0
587725040091005055,4295,0.2610000073909759,0.6589999794960022,0.0748812715683301,0.0,0.0,0.0,0.0
587725040094216210,4337,0.574999988079071,0.7139999866485596,0.2218855171710757,0.0,0.0,0.0,0.0
587725040096575756,4367,0.2930000126361847,0.7879999876022339,0.0764385441733188,0.6666386038982779,0.3146853227575883,0.0,0.2854879115345389
587725040097099842,4380,0.0649999976158142,0.8870000243186951,0.3311067334823143,0.0,0.8490673676727571,0.2591947077742658,0.0926284833896404
587725040097100024,4382,0.7570000290870667,0.1220000013709068,0.0,0.0,0.0,0.1704960874708746,0.0
587725040097100040,4383,0.0,0.9990000128746032,0.0502493378706574,0.7558678630014699,0.9999837965327246,5.300348432208065e-05,0.0125056753662027
587725040097951871,4399,0.8730000257492065,0.1289999932050705,0.0,0.0,0.0,0.0263041911838375,0.0
587725040098607202,4410,0.7250000238418579,0.1589999943971634,0.1251580562915447,0.7449003660749015,0.0,0.0,0.0
587725040098607293,4412,0.0230000000447034,0.9919999837875366,0.0001780845923986,0.8888016658503332,0.983006057485168,0.0,0.0517676882725122
587725040628007033,4522,0.8999999761581421,0.1000000014901161,0.0,0.0,0.0,0.0,0.0
587725040628596860,4528,0.8370000123977661,0.163000002503395,0.25,0.0,0.1669999957084655,0.0,0.0
587725040630956136,4570,0.2399999946355819,0.9300000071525574,0.0,0.0,0.0,0.0,0.1046320184268379
587725040631546027,4572,0.6880000233650208,0.0979999974370002,0.0,0.0,0.0,0.0,0.0
587725040632332417,4585,0.2080000042915344,0.7919999957084656,0.0814163145423276,0.0,0.0,0.0,0.0
587725040634167548,4612,0.0,0.9990000128746032,0.0,0.5658791163819439,0.99979962998844,2.7877964305950912e-06,0.0930308891344607
587725040634233000,4614,0.2029999941587448,0.8889999985694885,0.0,0.5885827476185731,0.0,0.0,0.0
587725040635412627,4629,0.8999999761581421,0.0480000004172325,0.0,0.0,0.0,0.0277533993676831,0.0
587725040635543724,4634,0.0,0.9990000128746032,0.0,0.4513595023623503,0.9998922131551072,0.0,0.3752097188327009
587725040636526789,4663,0.4129999876022339,0.9330000281333924,0.0,0.0,0.0,0.0128403844824499,0.0129187112115386
587725040637182045,4670,0.2820000052452087,0.6669999957084656,0.0,0.4230000078678131,0.5379999876022339,0.0340000018477439,0.6899999976158142
587725041162191002,4692,0.0610000006854534,0.3689999878406524,0.0,0.0,0.0,0.0,0.0
587725041162649747,4698,0.0230000000447034,0.9559999704360962,0.0013942771004796,0.0564458925884273,0.9806942234040475,0.0,0.4224955146433516
587725041162911859,4704,0.0,0.9929999709129332,0.2021256455796366,0.1397735397139038,0.9999950106068294,0.105258434722121,0.5216103367275665
587725041163829345,4716,0.8130000233650208,0.1389999985694885,0.0,0.0,0.0,0.0,0.1264837698181508
587725041164812427,4755,0.0270000007003545,0.9800000190734864,0.0416235495581967,0.997821539256942,0.8262790292959512,0.0,0.0
587725041165074661,4764,0.6399999856948853,0.1030000001192092,0.0,0.7066633854831698,0.0,0.0005228435060934,0.0
587725041165467784,4768,0.6740000247955322,0.3240000009536743,0.0,0.5830000042915344,0.3330000042915344,0.0,0.3330000042915344
587725041165991987,4777,0.8790000081062317,0.090999998152256,0.0046874615184921,0.0,0.0,0.1581439450719621,0.0
587725041167892689,4797,0.9179999828338624,0.0710000023245811,0.0,0.0,0.0,0.0,0.0
587725041169727659,4815,0.7540000081062317,0.2000000029802322,1.0,0.0,0.0,0.2835907205721255,0.0
